team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,season
HOUSTON ROCKETS,2018-02-14,240,33,83,14,49,20,22,7,41,19,10,5,13,14,0.539,0.48200000000000004,0.59,0.265,15.2,82.0,50.0,57.6,10.3,9.1,12.3,100,102.9,93.6,2017-2018
OKLAHOMA CITY THUNDER,2018-02-14,240,40,81,17,37,24,35,8,30,26,7,6,9,19,0.628,0.599,0.457,0.43200000000000005,18.6,83.3,48.1,65.0,7.3,10.2,8.5,100,125.8,118.5,2017-2018
MEMPHIS GRIZZLIES,2018-02-14,240,44,86,14,27,12,15,6,35,29,6,2,12,25,0.616,0.593,0.314,0.174,16.7,81.4,51.9,65.9,6.2,4.5,11.5,100,118.5,125.8,2017-2018
LOS ANGELES LAKERS,2018-02-14,240,46,90,10,22,15,18,7,30,26,5,3,20,21,0.597,0.5670000000000001,0.244,0.2,16.3,71.4,43.5,56.5,4.7,4.5,17.0,100,109.4,130.0,2017-2018
NEW ORLEANS PELICANS,2018-02-14,240,53,99,14,32,19,21,12,36,35,13,7,11,20,0.642,0.606,0.32299999999999995,0.212,28.6,83.7,56.5,66.0,12.2,10.3,9.2,100,130.0,109.4,2017-2018
WASHINGTON WIZARDS,2018-02-14,240,48,88,7,22,15,19,6,39,31,7,9,11,16,0.612,0.585,0.25,0.21600000000000003,16.2,78.0,51.7,64.6,6.9,11.5,10.2,100,117.1,112.1,2017-2018
NEW YORK KNICKS,2018-02-14,240,45,97,9,19,14,18,11,31,21,7,1,10,17,0.539,0.51,0.196,0.18600000000000003,22.0,83.8,48.3,46.7,6.9,1.5,8.7,100,112.1,117.1,2017-2018
CHARLOTTE HORNETS,2018-02-14,240,38,88,13,30,15,19,8,37,26,14,4,12,15,0.54,0.506,0.341,0.21600000000000003,17.0,80.4,48.4,68.4,13.9,8.2,11.1,100,103.6,101.6,2017-2018
ORLANDO MAGIC,2018-02-14,240,36,86,15,37,15,17,9,39,21,7,0,20,17,0.546,0.506,0.43,0.198,19.6,83.0,51.6,58.3,7.0,0.0,17.6,100,101.6,103.6,2017-2018
MIAMI HEAT,2018-02-14,240,35,77,11,27,21,29,3,26,23,9,5,10,21,0.568,0.526,0.35100000000000003,0.377,7.5,53.1,32.6,65.7,9.6,8.8,10.0,100,108.7,110.9,2017-2018
PHILADELPHIA 76ERS,2018-02-14,240,39,92,9,35,17,25,23,37,25,6,2,17,23,0.505,0.473,0.38,0.272,46.9,92.5,67.4,64.1,6.4,4.0,14.2,100,110.9,108.7,2017-2018
GOLDEN STATE WARRIORS,2018-02-14,240,43,90,13,37,18,19,8,33,24,8,7,16,24,0.595,0.55,0.41100000000000003,0.21100000000000002,18.2,71.7,45.6,55.8,7.8,11.7,14.0,100,113.8,119.7,2017-2018
PORTLAND TRAIL BLAZERS,2018-02-14,240,45,93,12,33,21,24,13,36,20,9,0,13,18,0.594,0.5479999999999999,0.355,0.258,28.3,81.8,54.4,44.4,8.8,0.0,11.2,100,119.7,113.8,2017-2018
PHOENIX SUNS,2018-02-14,240,34,79,12,29,17,24,5,36,19,5,6,12,25,0.542,0.506,0.36700000000000005,0.304,11.1,72.0,43.2,55.9,5.3,10.3,11.8,100,103.1,113.7,2017-2018
UTAH JAZZ,2018-02-14,240,39,92,10,34,19,22,14,40,22,6,3,8,17,0.526,0.478,0.37,0.239,28.0,88.9,56.8,56.4,6.4,6.0,7.3,100,113.7,103.1,2017-2018
DENVER NUGGETS,2018-02-15,240,47,85,24,40,16,20,8,26,37,9,6,18,23,0.7140000000000001,0.6940000000000001,0.47100000000000003,0.235,21.6,70.3,45.9,78.7,8.8,9.1,16.1,100,130.5,119.8,2017-2018
MILWAUKEE BUCKS,2018-02-15,240,49,92,9,26,16,22,11,29,27,9,5,16,20,0.605,0.5820000000000001,0.28300000000000003,0.239,29.7,78.4,54.1,55.1,8.8,11.1,13.6,100,119.8,130.5,2017-2018
LOS ANGELES LAKERS,2018-02-15,240,43,94,7,31,18,26,11,35,19,6,4,13,26,0.526,0.495,0.33,0.27699999999999997,23.9,76.1,50.0,44.2,5.9,6.1,11.0,100,108.6,116.4,2017-2018
MINNESOTA TIMBERWOLVES,2018-02-15,240,42,90,6,24,29,31,11,35,23,5,10,10,22,0.574,0.5,0.267,0.344,23.9,76.1,50.0,54.8,4.9,15.9,8.8,100,116.4,108.6,2017-2018
PHILADELPHIA 76ERS,2018-02-22,240,42,82,11,29,21,35,8,33,25,7,5,9,17,0.595,0.579,0.354,0.42700000000000005,17.8,75.0,46.1,59.5,7.0,7.9,8.5,100,116.5,115.5,2017-2018
CHICAGO BULLS,2018-02-22,240,44,97,18,34,9,15,11,37,27,5,4,13,26,0.555,0.546,0.35100000000000003,0.155,25.0,82.2,53.9,61.4,5.0,7.5,11.1,100,115.5,116.5,2017-2018
BROOKLYN NETS,2018-02-22,240,36,93,14,43,10,14,11,30,27,6,8,9,23,0.484,0.462,0.462,0.151,21.2,69.8,43.2,75.0,6.3,12.1,8.3,100,101.5,117.4,2017-2018
CHARLOTTE HORNETS,2018-02-22,240,42,87,11,21,16,20,13,41,29,3,6,14,15,0.579,0.546,0.24100000000000002,0.23,30.2,78.8,56.8,69.0,3.2,12.0,12.8,100,117.4,101.5,2017-2018
WASHINGTON WIZARDS,2018-02-22,240,44,92,12,30,10,10,9,34,29,9,3,10,23,0.5710000000000001,0.5429999999999999,0.326,0.109,23.1,85.0,54.4,65.9,9.4,6.1,9.4,100,114.6,107.3,2017-2018
CLEVELAND CAVALIERS,2018-02-22,240,42,84,8,35,11,19,6,30,20,5,2,13,15,0.5579999999999999,0.5479999999999999,0.41700000000000004,0.226,15.0,76.9,45.6,47.6,5.2,3.2,12.3,100,107.3,114.6,2017-2018
LOS ANGELES CLIPPERS,2018-02-22,240,44,88,11,32,28,34,8,28,32,9,3,14,19,0.617,0.563,0.364,0.386,21.6,90.3,52.9,72.7,8.7,5.8,12.0,100,122.2,128.9,2017-2018
GOLDEN STATE WARRIORS,2018-02-22,240,47,77,14,25,26,34,3,29,31,8,8,15,24,0.7290000000000001,0.701,0.325,0.442,9.7,78.4,47.1,66.0,7.7,14.3,14.0,100,128.9,122.2,2017-2018
NEW YORK KNICKS,2018-02-22,240,48,99,7,25,17,21,16,31,28,7,12,8,15,0.5539999999999999,0.52,0.253,0.212,32.0,86.1,54.7,58.3,7.1,20.3,6.9,100,121.7,114.6,2017-2018
ORLANDO MAGIC,2018-02-22,240,43,83,11,24,16,23,5,34,28,7,5,13,15,0.607,0.584,0.289,0.27699999999999997,13.9,68.0,45.3,65.1,7.1,6.8,12.3,100,114.6,121.7,2017-2018
OKLAHOMA CITY THUNDER,2018-02-22,240,38,86,14,35,20,24,10,39,26,6,7,11,16,0.57,0.523,0.40700000000000003,0.27899999999999997,22.7,79.6,52.7,68.4,6.3,10.9,10.2,100,115.7,112.5,2017-2018
SACRAMENTO KINGS,2018-02-22,240,42,91,12,27,11,15,10,34,23,6,4,9,20,0.5479999999999999,0.527,0.297,0.165,20.4,77.3,47.3,54.8,6.3,7.8,8.4,100,112.5,115.7,2017-2018
SAN ANTONIO SPURS,2018-02-23,240,43,85,5,16,28,39,11,27,28,4,4,7,20,0.5820000000000001,0.535,0.188,0.45899999999999996,24.4,60.0,42.2,65.1,4.2,6.2,6.4,100,124.4,127.6,2017-2018
DENVER NUGGETS,2018-02-23,240,48,97,12,32,14,19,18,34,33,5,3,11,27,0.579,0.557,0.33,0.196,40.0,75.6,57.8,68.8,5.2,4.3,9.5,100,127.6,124.4,2017-2018
BOSTON CELTICS,2018-02-23,240,41,85,17,39,11,18,10,32,30,8,5,11,22,0.5920000000000001,0.5820000000000001,0.45899999999999996,0.212,23.3,72.7,48.3,73.2,8.7,9.6,10.6,100,119.1,106.2,2017-2018
DETROIT PISTONS,2018-02-23,240,37,85,10,33,14,21,12,33,16,4,4,13,18,0.52,0.494,0.38799999999999996,0.247,27.3,76.7,51.7,43.2,4.3,8.7,12.1,100,106.2,119.1,2017-2018
MINNESOTA TIMBERWOLVES,2018-02-23,240,40,94,10,26,12,16,16,27,19,6,3,10,22,0.505,0.479,0.27699999999999997,0.17,30.8,65.9,46.2,47.5,6.6,6.7,9.0,100,112.1,131.9,2017-2018
HOUSTON ROCKETS,2018-02-23,240,40,83,14,38,26,30,14,36,24,6,2,10,17,0.624,0.5660000000000001,0.45799999999999996,0.361,34.1,69.2,53.8,60.0,6.6,2.9,9.4,100,131.9,112.1,2017-2018
ATLANTA HAWKS,2018-02-23,240,37,82,7,31,12,19,6,34,14,9,7,22,20,0.515,0.494,0.37799999999999995,0.23199999999999998,12.5,69.4,41.2,37.8,8.5,9.6,19.6,100,88.0,109.7,2017-2018
INDIANA PACERS,2018-02-23,240,48,101,9,28,11,13,15,42,30,17,3,17,20,0.5429999999999999,0.52,0.27699999999999997,0.129,30.6,87.5,58.8,62.5,16.1,5.9,13.7,100,109.7,88.0,2017-2018
DALLAS MAVERICKS,2018-02-23,240,37,91,19,42,9,11,3,26,25,9,8,11,19,0.532,0.511,0.462,0.121,5.8,66.7,31.9,67.6,8.8,13.3,10.3,100,100.0,121.6,2017-2018
LOS ANGELES LAKERS,2018-02-23,240,48,93,13,33,15,20,13,49,32,8,6,16,17,0.609,0.586,0.355,0.215,33.3,94.2,68.1,66.7,7.8,12.2,13.6,100,121.6,100.0,2017-2018
CLEVELAND CAVALIERS,2018-02-23,240,40,87,11,29,21,22,7,39,26,13,9,18,23,0.579,0.523,0.33299999999999996,0.253,17.9,88.6,55.4,65.0,12.3,15.0,15.7,100,106.3,84.5,2017-2018
MEMPHIS GRIZZLIES,2018-02-23,240,33,84,9,24,14,18,5,32,22,10,4,21,25,0.484,0.446,0.28600000000000003,0.214,11.4,82.1,44.6,66.7,9.5,6.9,18.6,100,84.5,106.3,2017-2018
MIAMI HEAT,2018-02-23,265,50,108,6,18,17,26,13,45,26,12,5,13,23,0.515,0.491,0.16699999999999998,0.24100000000000002,23.2,77.6,50.9,52.0,10.2,6.5,9.8,100,104.6,105.4,2017-2018
NEW ORLEANS PELICANS,2018-02-23,265,48,108,8,31,20,24,13,43,27,9,13,15,18,0.523,0.48100000000000004,0.287,0.222,22.4,76.8,49.1,56.3,7.7,14.4,11.2,100,105.4,104.6,2017-2018
LOS ANGELES CLIPPERS,2018-02-23,240,45,87,14,32,24,32,8,43,23,5,8,16,26,0.633,0.598,0.368,0.368,20.0,72.9,51.5,51.1,4.6,11.1,13.7,100,118.9,108.6,2017-2018
PHOENIX SUNS,2018-02-23,240,45,103,9,31,18,31,16,32,22,12,5,10,25,0.502,0.48100000000000004,0.301,0.301,27.1,80.0,48.5,48.9,11.1,9.1,7.9,100,108.6,118.9,2017-2018
MILWAUKEE BUCKS,2018-02-23,265,43,90,13,26,23,27,13,38,21,6,3,18,24,0.599,0.55,0.289,0.3,28.9,88.4,58.0,48.8,5.7,5.4,15.0,100,115.7,112.9,2017-2018
TORONTO RAPTORS,2018-02-23,265,43,90,9,34,24,26,5,32,23,7,8,12,21,0.5870000000000001,0.528,0.37799999999999995,0.289,11.6,71.1,42.0,53.5,6.6,12.5,10.6,100,112.9,115.7,2017-2018
PORTLAND TRAIL BLAZERS,2018-02-23,240,39,87,9,24,13,14,6,35,14,11,5,12,20,0.537,0.5,0.276,0.161,14.6,81.4,48.8,35.9,11.6,9.4,11.4,100,105.5,85.5,2017-2018
UTAH JAZZ,2018-02-23,240,33,78,6,25,9,11,8,35,15,7,6,19,13,0.489,0.462,0.321,0.141,18.6,85.4,51.2,45.5,7.4,9.5,18.7,100,85.5,105.5,2017-2018
CHARLOTTE HORNETS,2018-02-23,240,44,90,17,39,17,20,13,28,26,7,5,8,18,0.617,0.583,0.433,0.222,30.2,82.4,53.2,59.1,7.6,8.9,7.5,100,131.8,113.4,2017-2018
WASHINGTON WIZARDS,2018-02-23,240,40,81,9,25,16,17,6,30,25,3,0,14,21,0.593,0.5489999999999999,0.309,0.21,17.6,69.8,46.8,62.5,3.2,0.0,13.7,100,113.4,131.8,2017-2018
OKLAHOMA CITY THUNDER,2018-02-24,240,29,88,9,34,13,21,14,29,19,8,3,15,17,0.41100000000000003,0.381,0.386,0.239,25.0,70.7,44.3,65.5,8.5,5.9,13.4,100,84.6,118.5,2017-2018
GOLDEN STATE WARRIORS,2018-02-24,240,42,89,17,38,11,13,12,42,36,8,6,14,21,0.591,0.5670000000000001,0.42700000000000005,0.146,29.3,75.0,55.7,85.7,8.5,11.1,12.9,100,118.5,84.6,2017-2018
MEMPHIS GRIZZLIES,2018-02-24,240,35,80,5,11,14,17,9,31,16,7,3,19,22,0.509,0.469,0.138,0.213,20.0,68.9,44.4,45.7,7.4,5.4,17.8,100,93.7,121.1,2017-2018
MIAMI HEAT,2018-02-24,240,41,89,12,33,21,27,14,36,27,15,6,10,17,0.57,0.528,0.371,0.303,31.1,80.0,55.6,65.9,15.8,8.7,9.0,100,121.1,93.7,2017-2018
CHICAGO BULLS,2018-02-24,240,42,90,6,23,14,20,4,38,21,5,9,14,20,0.526,0.5,0.256,0.222,8.9,79.2,45.2,50.0,4.7,15.3,12.4,100,98.1,115.0,2017-2018
MINNESOTA TIMBERWOLVES,2018-02-24,240,46,94,11,35,19,26,10,41,25,6,4,11,15,0.579,0.5479999999999999,0.37200000000000005,0.27699999999999997,20.8,91.1,54.8,54.3,5.7,6.0,9.4,100,115.0,98.1,2017-2018
BOSTON CELTICS,2018-02-24,240,42,93,13,33,24,28,11,34,21,11,5,11,15,0.574,0.522,0.355,0.301,23.4,72.3,47.9,50.0,10.7,7.2,9.5,100,117.9,109.1,2017-2018
NEW YORK KNICKS,2018-02-24,240,45,96,6,27,16,20,13,36,20,10,4,14,22,0.534,0.5,0.281,0.20800000000000002,27.7,76.6,52.1,44.4,9.7,6.7,11.8,100,109.1,117.9,2017-2018
ORLANDO MAGIC,2018-02-24,240,38,85,13,31,16,19,6,27,27,7,5,11,20,0.562,0.524,0.365,0.22399999999999998,14.3,75.0,42.3,71.1,7.3,9.3,10.5,100,109.5,121.0,2017-2018
PHILADELPHIA 76ERS,2018-02-24,240,42,81,9,27,23,27,9,36,31,5,4,14,16,0.624,0.574,0.33299999999999996,0.33299999999999996,25.0,85.7,57.7,73.8,5.2,7.4,13.1,100,121.0,109.5,2017-2018
PORTLAND TRAIL BLAZERS,2018-02-24,240,39,99,6,30,22,30,12,36,15,6,7,6,19,0.47200000000000003,0.424,0.303,0.303,21.1,85.7,48.5,38.5,5.9,11.5,5.1,100,103.6,101.7,2017-2018
PHOENIX SUNS,2018-02-24,240,39,87,11,26,15,21,6,45,23,5,10,13,24,0.54,0.511,0.299,0.24100000000000002,14.3,78.9,51.5,59.0,4.9,14.5,11.9,100,101.7,103.6,2017-2018
LOS ANGELES LAKERS,2018-02-24,240,41,91,17,38,14,20,12,32,26,5,6,10,18,0.5660000000000001,0.544,0.418,0.22,27.9,65.3,47.8,63.4,5.4,8.7,9.1,100,121.1,115.8,2017-2018
SACRAMENTO KINGS,2018-02-24,240,42,94,13,25,11,17,17,31,28,5,5,11,21,0.532,0.516,0.266,0.18100000000000002,34.7,72.1,52.2,66.7,5.4,9.4,9.8,100,115.8,121.1,2017-2018
DALLAS MAVERICKS,2018-02-24,240,34,83,10,35,12,14,5,39,19,6,4,15,23,0.505,0.47,0.42200000000000004,0.16899999999999998,12.5,81.3,50.0,55.9,6.2,7.5,14.4,100,93.2,100.4,2017-2018
UTAH JAZZ,2018-02-24,240,34,85,9,32,20,26,9,35,26,6,3,11,19,0.503,0.45299999999999996,0.376,0.306,18.8,87.5,50.0,76.5,6.2,6.3,10.2,100,100.4,93.2,2017-2018
DETROIT PISTONS,2018-02-25,240,42,85,4,18,10,14,8,33,23,4,2,17,22,0.5379999999999999,0.518,0.212,0.165,19.0,71.7,46.6,54.8,4.0,3.8,15.7,100,97.9,113.9,2017-2018
CHARLOTTE HORNETS,2018-02-25,240,42,88,16,35,14,23,13,34,28,9,4,18,19,0.581,0.568,0.39799999999999996,0.261,28.3,81.0,53.4,66.7,9.0,6.0,15.5,100,113.9,97.9,2017-2018
SAN ANTONIO SPURS,2018-02-25,240,38,86,9,19,25,32,10,34,22,11,9,9,12,0.55,0.494,0.221,0.37200000000000005,22.7,72.3,48.4,57.9,11.5,15.8,8.3,100,114.6,97.9,2017-2018
CLEVELAND CAVALIERS,2018-02-25,240,38,91,8,34,10,14,13,34,18,8,3,15,24,0.484,0.462,0.374,0.154,27.7,77.3,51.6,47.4,8.3,4.5,13.4,100,97.9,114.6,2017-2018
HOUSTON ROCKETS,2018-02-25,240,39,77,15,35,26,32,11,31,18,7,3,18,23,0.653,0.604,0.455,0.41600000000000004,31.4,72.1,53.8,46.2,7.2,4.8,16.5,100,122.3,117.2,2017-2018
DENVER NUGGETS,2018-02-25,240,44,91,10,29,16,24,12,24,33,13,6,13,27,0.561,0.5379999999999999,0.319,0.264,27.9,68.6,46.2,75.0,13.4,14.3,11.3,100,117.2,122.3,2017-2018
NEW ORLEANS PELICANS,2018-02-25,265,51,107,10,30,11,14,11,39,22,8,7,15,24,0.5429999999999999,0.523,0.28,0.131,23.9,81.3,53.2,43.1,7.2,9.9,11.7,100,110.1,108.3,2017-2018
MILWAUKEE BUCKS,2018-02-25,265,44,96,7,25,26,29,9,35,21,10,3,13,19,0.556,0.495,0.26,0.302,18.8,76.1,46.8,47.7,9.0,3.9,10.7,100,108.3,110.1,2017-2018
PHILADELPHIA 76ERS,2018-02-25,240,31,86,9,33,23,31,17,26,24,13,3,15,16,0.47200000000000003,0.413,0.384,0.36,30.9,72.2,47.3,77.4,13.9,5.6,13.1,100,100.4,116.4,2017-2018
WASHINGTON WIZARDS,2018-02-25,240,43,79,12,25,11,12,10,38,35,9,6,19,28,0.647,0.62,0.316,0.152,27.8,69.1,52.7,81.4,9.6,11.3,18.4,100,116.4,100.4,2017-2018
LOS ANGELES LAKERS,2018-02-26,240,47,90,15,33,14,19,10,49,28,8,6,23,23,0.625,0.606,0.36700000000000005,0.21100000000000002,23.3,86.0,59.0,59.6,7.2,10.0,19.0,100,111.1,93.9,2017-2018
ATLANTA HAWKS,2018-02-26,240,36,96,8,36,24,34,8,33,21,14,3,11,17,0.469,0.41700000000000004,0.375,0.354,14.0,76.7,41.0,58.3,12.6,5.3,9.0,100,93.9,111.1,2017-2018
MEMPHIS GRIZZLIES,2018-02-26,240,34,78,5,23,25,32,5,35,27,4,2,10,22,0.532,0.46799999999999997,0.295,0.41,12.5,79.5,47.6,79.4,4.2,4.1,9.8,100,103.5,115.1,2017-2018
BOSTON CELTICS,2018-02-26,240,39,86,12,37,19,27,9,35,25,5,5,8,23,0.557,0.523,0.43,0.314,20.5,87.5,52.4,64.1,5.3,9.1,7.6,100,115.1,103.5,2017-2018
CHICAGO BULLS,2018-02-26,240,33,93,6,23,15,23,15,41,17,8,7,13,11,0.42200000000000004,0.387,0.247,0.247,26.8,85.4,53.8,51.5,8.1,14.6,11.2,100,87.7,104.8,2017-2018
BROOKLYN NETS,2018-02-26,240,40,90,16,42,8,8,7,41,31,4,9,15,20,0.556,0.5329999999999999,0.467,0.08900000000000001,14.6,73.2,46.2,77.5,4.0,12.9,13.8,100,104.8,87.7,2017-2018
INDIANA PACERS,2018-02-26,240,41,87,5,20,16,23,9,41,22,6,4,12,19,0.53,0.5,0.23,0.264,19.6,85.4,53.2,53.7,6.1,7.8,11.0,100,105.0,111.1,2017-2018
DALLAS MAVERICKS,2018-02-26,240,40,88,14,37,15,18,7,37,20,9,3,10,21,0.568,0.534,0.42,0.205,14.6,80.4,46.8,50.0,9.2,4.5,9.4,100,111.1,105.0,2017-2018
PHOENIX SUNS,2018-02-26,240,42,97,7,24,25,32,14,37,23,9,5,14,33,0.522,0.469,0.247,0.33,27.5,80.4,52.6,54.8,8.2,7.9,11.2,100,106.1,114.4,2017-2018
NEW ORLEANS PELICANS,2018-02-26,240,43,91,8,28,31,40,9,37,30,7,8,14,22,0.5760000000000001,0.516,0.308,0.44,19.6,72.5,47.4,69.8,6.4,11.0,11.4,100,114.4,106.1,2017-2018
GOLDEN STATE WARRIORS,2018-02-26,240,44,85,15,31,22,26,8,35,31,8,5,12,13,0.648,0.606,0.365,0.306,21.6,77.8,52.4,70.5,8.0,7.0,11.1,100,125.1,111.1,2017-2018
NEW YORK KNICKS,2018-02-26,240,47,96,10,25,7,9,10,29,28,7,3,14,18,0.555,0.542,0.26,0.094,22.2,78.4,47.6,59.6,7.0,5.6,12.3,100,111.1,125.1,2017-2018
ORLANDO MAGIC,2018-02-26,240,39,84,12,29,15,21,8,27,23,15,6,16,19,0.563,0.536,0.345,0.25,18.2,65.9,41.2,59.0,15.1,9.5,14.6,100,105.6,112.7,2017-2018
OKLAHOMA CITY THUNDER,2018-02-26,240,42,88,11,25,17,20,14,36,24,6,6,20,13,0.579,0.54,0.284,0.22699999999999998,34.1,81.8,58.8,57.1,6.0,10.9,17.1,100,112.7,105.6,2017-2018
MINNESOTA TIMBERWOLVES,2018-02-26,240,39,76,7,16,33,36,8,35,22,11,4,12,14,0.642,0.5589999999999999,0.21100000000000002,0.474,25.8,81.4,58.1,56.4,11.8,6.5,11.6,100,126.5,107.2,2017-2018
SACRAMENTO KINGS,2018-02-26,240,40,84,8,22,12,13,8,23,22,5,3,14,23,0.557,0.524,0.262,0.155,18.6,74.2,41.9,55.0,5.4,5.0,13.5,100,107.2,126.5,2017-2018
DETROIT PISTONS,2018-02-26,240,36,94,7,22,15,20,13,29,20,11,3,13,22,0.457,0.42,0.23399999999999999,0.213,24.1,82.9,47.2,55.6,11.0,7.1,11.2,100,93.9,122.8,2017-2018
TORONTO RAPTORS,2018-02-26,240,42,80,17,38,22,23,6,41,31,10,7,18,18,0.682,0.631,0.475,0.28800000000000003,17.1,75.9,52.8,73.8,10.0,9.7,16.6,100,122.8,93.9,2017-2018
HOUSTON ROCKETS,2018-02-26,240,34,79,9,33,19,25,9,31,15,15,2,15,21,0.5329999999999999,0.48700000000000004,0.418,0.316,22.0,81.6,50.6,44.1,16.0,4.8,14.3,100,102.5,90.7,2017-2018
UTAH JAZZ,2018-02-26,240,31,71,7,29,16,22,7,32,21,6,4,22,19,0.527,0.486,0.408,0.31,18.4,78.0,49.4,67.7,6.4,8.7,21.4,100,90.7,102.5,2017-2018
CHICAGO BULLS,2018-02-27,240,39,81,9,24,16,21,11,33,26,8,5,20,23,0.5710000000000001,0.537,0.29600000000000004,0.259,27.5,84.6,55.7,66.7,8.2,10.6,18.1,100,105.5,120.9,2017-2018
CHARLOTTE HORNETS,2018-02-27,240,44,82,15,35,15,21,6,29,28,11,8,14,14,0.647,0.628,0.42700000000000005,0.256,15.4,72.5,44.3,63.6,11.3,14.0,13.3,100,120.9,105.5,2017-2018
BROOKLYN NETS,2018-02-27,240,44,82,12,32,23,30,3,33,29,6,0,12,21,0.6459999999999999,0.61,0.39,0.366,6.8,70.2,39.6,65.9,5.8,0.0,11.2,100,118.8,124.6,2017-2018
CLEVELAND CAVALIERS,2018-02-27,240,50,97,12,24,17,27,14,41,24,7,1,11,24,0.5920000000000001,0.5770000000000001,0.247,0.278,29.8,93.2,60.4,48.0,6.8,2.0,9.2,100,124.6,118.8,2017-2018
LOS ANGELES CLIPPERS,2018-02-27,240,46,89,7,26,23,31,13,30,26,12,7,18,25,0.594,0.556,0.292,0.348,30.2,73.2,51.2,56.5,11.3,12.5,14.9,100,115.2,113.3,2017-2018
DENVER NUGGETS,2018-02-27,240,43,87,10,31,24,30,11,30,27,11,7,20,27,0.599,0.552,0.35600000000000004,0.345,26.8,69.8,48.8,62.8,10.4,11.1,16.6,100,113.3,115.2,2017-2018
PHILADELPHIA 76ERS,2018-02-27,240,35,84,12,31,19,23,10,34,25,10,3,23,24,0.537,0.488,0.369,0.27399999999999997,27.8,75.6,54.3,71.4,10.1,5.5,19.6,100,102.1,103.1,2017-2018
MIAMI HEAT,2018-02-27,240,36,82,9,27,21,28,11,26,19,12,9,15,19,0.541,0.494,0.32899999999999996,0.341,24.4,72.2,45.7,52.8,12.1,17.0,13.7,100,103.1,102.1,2017-2018
WASHINGTON WIZARDS,2018-02-27,240,42,88,7,20,16,22,9,31,30,9,6,11,22,0.5479999999999999,0.517,0.22699999999999998,0.25,22.0,79.5,50.0,71.4,9.4,11.8,10.1,100,111.5,108.3,2017-2018
MILWAUKEE BUCKS,2018-02-27,240,35,77,10,26,24,28,8,32,20,10,9,16,20,0.5820000000000001,0.519,0.33799999999999997,0.364,20.5,78.0,50.0,57.1,10.4,13.2,15.2,100,108.3,111.5,2017-2018
SACRAMENTO KINGS,2018-02-27,240,39,88,7,22,14,15,6,30,20,14,4,12,12,0.523,0.483,0.25,0.17,14.0,75.0,43.4,51.3,14.3,8.0,11.3,100,101.1,118.5,2017-2018
PORTLAND TRAIL BLAZERS,2018-02-27,240,44,84,15,34,13,17,10,37,27,10,2,17,15,0.634,0.613,0.405,0.20199999999999999,25.0,86.0,56.6,61.4,10.2,3.0,15.7,100,118.5,101.1,2017-2018
INDIANA PACERS,2018-02-28,240,38,90,11,32,15,20,11,32,21,13,5,24,20,0.516,0.483,0.35600000000000004,0.222,24.4,68.1,46.7,55.3,12.4,8.6,19.5,100,96.9,101.7,2017-2018
ATLANTA HAWKS,2018-02-28,240,38,87,9,29,22,27,15,34,21,13,11,21,23,0.541,0.489,0.33299999999999996,0.31,31.9,75.6,53.3,55.3,12.4,19.0,17.5,100,101.7,96.9,2017-2018
CHARLOTTE HORNETS,2018-02-28,240,42,91,9,27,13,22,9,24,24,6,6,7,17,0.526,0.511,0.297,0.242,17.3,85.7,41.3,57.1,6.1,9.0,6.5,100,108.3,137.0,2017-2018
BOSTON CELTICS,2018-02-28,240,54,87,12,20,14,15,4,43,31,3,4,10,20,0.716,0.69,0.23,0.172,14.3,82.7,58.8,57.4,3.1,6.3,9.7,100,137.0,108.3,2017-2018
OKLAHOMA CITY THUNDER,2018-02-28,265,42,93,10,36,17,19,19,37,19,7,2,22,24,0.5479999999999999,0.505,0.387,0.204,40.4,82.2,60.9,45.2,6.8,3.6,17.8,100,108.5,107.5,2017-2018
DALLAS MAVERICKS,2018-02-28,265,44,91,13,36,9,15,8,28,30,11,1,16,22,0.564,0.555,0.396,0.165,17.8,59.6,39.1,68.2,10.8,1.8,14.1,100,107.5,108.5,2017-2018
MILWAUKEE BUCKS,2018-02-28,240,28,73,8,24,23,28,6,29,16,7,3,13,20,0.51,0.43799999999999994,0.32899999999999996,0.384,14.6,56.9,38.0,57.1,7.8,4.5,13.2,100,97.5,123.3,2017-2018
DETROIT PISTONS,2018-02-28,240,42,95,9,29,17,22,22,35,26,9,0,9,20,0.525,0.489,0.305,0.23199999999999998,43.1,85.4,62.0,61.9,10.1,0.0,7.9,100,123.3,97.5,2017-2018
HOUSTON ROCKETS,2018-02-28,240,36,85,13,43,20,24,10,31,21,11,5,10,21,0.5489999999999999,0.5,0.506,0.282,22.2,88.6,51.3,58.3,11.6,8.9,9.5,100,110.4,96.7,2017-2018
LOS ANGELES CLIPPERS,2018-02-28,240,36,79,7,23,13,19,4,35,17,6,2,16,19,0.527,0.5,0.29100000000000004,0.24100000000000002,11.4,77.8,48.8,47.2,6.3,4.8,15.5,100,96.7,110.4,2017-2018
